"Unique ID","Legal","Address","City","State","Postal Code","SIC2P","SIC2P-Desc","SIC4P","SIC4P-Desc","SIC8P","SIC8P-DESC","SIC2S","SIC2S-Desc","SIC4S","SIC4S-Desc","SIC8S","SIC8S-DESC","NAICS4","NAICS4-DESC","NAICS6","NAICS6-DESC","Company Website","Reference We blink1","Reference We blink2","Reference We blink3","Reference We blink4","Current Company Name","Current Address","Company Name Match Flag","Address Match Flag","Manual SIC Confidence"
"1310148","Holt Insurance Team, Inc.","5393 S Valdai Way, ","Aurora","CO","80015","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1315733","Stl automotive group","9352 Veterans Memorial Pkwy, ","Ofallon ","MO","63366","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1316396","Wreck Shop Movement","681 Western Ave, Apt 2","Lynn","MA","01905","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1318242","Sushi Tokyo","1188 State Route 52 , ","Loch Sheldrake","NY","12759","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1321667","Fish-lectronics","5003 University Ave NE, ","Columbia Heights","MN","55421","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1321739","Panama City Living Magazine","10200 Clarence Street, B","Panama City Beach","FL","32407","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1321791","Next Step Investments","70 Robinhood Drive, ","Cranberry TWP","PA","16066","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1321996","1st Due Solutions, LLC","301 Cedarwood Rd, ","Henrico","VA","23075","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1318476","Only top tech us","128 w Clearwater Road , ","Lindenhurst","NY","11757","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1319382","Franck Joel Balma","1215 Bronx river ave , ","Bronx ","NY","10472","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1319529","Cody Hough Construction","845 Us Hwy 60, ","bartlesville ","OK","74003","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1321653","Bespoke Construction","Bespoke Construction, ","Indianapolis","IN","46268","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1321786","MPX Transportation","2916 Raintree Court, ","Stockton","CA","95219","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1321800","Bontera BioAg","3405 Caleo Ct, ","Plano","TX","75025","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1321808","Lake City Hobby & Toy","437 Exchange St, ","Geneva","NY","14456","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1321836","Gray Transport LLC","236 Karabeth Ln, ","Hallsville","TX","75650","","","","","","","","","","","","","","","","","","","","","","","","","",""
